MASTERFOODS USA-MARS INC,555-555-5555,"Texas Central Parkway, Jewell, McLennan, Texas, 76643",-97.1975925,31.4920012,WACO,TX
MCLANE,555-555-5555,"Ermine Trail, Temple, Bell County, Texas, 76504",-97.3867329,31.1039645,TEMPLE,TX
MDV,555-555-5555,"Mavis Drive, Columbus, Muscogee, Georgia, 31907",-84.8740424,32.4909977,MIDLAND,GA
MEDALLION FOODS,555-555-5555,"Medallion, Newport, Jackson, Arkansas, 72043",-91.1869894,35.6433036,NEWPORT,AR
MI STATE IND MEAT PROCES,555-555-5555,"Belden Road, Jackson, Michigan, 49203",-84.3956814,42.2372769,JACKSON,MI
MIDWEST REFRIGERATED SVCS,555-555-5555,"West County Line Road, Milwaukee, Ozaukee, Wisconsin, 53092",-88.0515922,43.1916016,MILWAUKEE,WI
MILLARD REFRIGERATED SVCS,555-555-5555,"Geneva Drive, Elgin, Kane, Illinois, 60184",-88.26736,41.8950598,GENEVA,IL
MISSOURI DISTRIBUTION CTR,555-555-5555,"I 49;US 71, Pleasant Valley, Jasper, Missouri, 64836",-94.3268785,37.1501841,CARTHAGE,MO
MOREJON,555-555-5555,"Southwest 256th Street, Redland, Miami-Dade County, Florida, 33031",-80.4831091,25.5284512,HOMESTEAD,FL
MORNINGSTAR FOODS,555-555-5555,"Industrial Drive East, Sulphur Springs, Hopkins, Texas, 75482",-95.584676,33.1217163,SULPHUR SPRI,TX
NABISCO,555-555-5555,"Shore Line Court, Earth City, St. Louis County, Missouri, 63044",-90.4643288,38.7676763,EARTH CITY,MO
NABISCO,555-555-5555,"2nd Avenue, Nashville-Davidson, Davidson, Tennessee, 37208",-86.7852454,36.1866405,NASHVILLE,TN
NALS #495 (ATLANTA BOND),555-555-5555,"Shiloh Valley Dr NW, Marietta Mobile Home Park, Cobb County, Georgia, 30144",-84.5731093,34.0047455,KENNESAW,GA
NALS % M&M MARS,555-555-5555,"Ellen Road, Crabtree Hills, Hamilton, Tennessee, 37343",-85.1903589,35.2065203,CLEVELAND,TN
NASHVILLE REFRIGERATION,555-555-5555,"Arctic Drive, Lebanon, Wilson, Tennessee, 37090",-86.2708639,36.1855895,LEBANON,TN
NORDIC REFRIGERATED SERVI,555-555-5555,"101, Aragon, Polk County, Georgia, 30104",-85.0488761,34.0246636,ROCKMART,GA
NORDIC TRANSPORTATION,555-555-5555,"Longmire Way, Doraville, DeKalb County, Georgia, 30361",-84.2702615,33.9052125,DORAVILLE,GA
ODOM SAUSAGE COMPANY,555-555-5555,"Old Columbia Road, Dickson, Tennessee, 37055",-87.3442076,36.0541522,DICKSON,TN
ODOMS TENN PRIDE,555-555-5555,"Asher Avenue, Pulaski, Arkansas, 72204",-92.325517,34.7212624,LITTLE ROCK,AR
OREFIELD COLD STORAGE,555-555-5555,"PA 309, Shankweilers, Lehigh County, Pennsylvania, 18069",-75.5995996,40.6523688,OREFIELD,PA
OSCAR MAYER,555-555-5555,"Muir Woods, Madison, Dane County, Wisconsin, 53706",-89.4064204,43.0849935,MADISON,WI
PEACE RIVER DISTRIBUTING,555-555-5555,"Piper Road, Punta Gorda, Charlotte County, Florida, 33982",-81.9968025,26.899657,PUNTA GORDA,FL
PEACOCK ENGINEERING,555-555-5555,"Averill Road, Geneva, Kane County, Illinois, 60174",-88.2703374,41.8895705,GENEVA,IL
PENNSYLVANIA DIST CENTER,555-555-5555,"Goodyear Road, Carlisle, Cumberland, Pennsylvania, 17013",-77.2319115,40.1997227,SHIPPENSBURG,PA
PEPPERIDGE FARM DOWNINGTO,555-555-5555,"Thomas Jones Way, Belvidere, Chester County, Pennsylvania, 19341",-75.6547836,40.0223209,DOWNINGTOWN,PA
PERDUE FARMS,555-555-5555,"Wall Street, Rockingham, Richmond, North Carolina, 28379",-79.7633714,34.946013,ROCKINGHAM,NC
PERFORMANCE FOOD GROUP,555-555-5555,"Woolard Street, Lebanon, Wilson, Tennessee, 37087",-86.2890468,36.1986283,LEBANON,TN
"PERRY'S ICE CREAM CO, INC",555-555-5555,"Ice Cream Plaza, Akron, Erie, New York, 14001",-78.4996229,43.026471,AKRON,NY
PETSMART,555-555-5555,"Waffle House, 34, Thomas Crossroads, Coweta, Georgia, 30265",-84.7442694,33.3980715,NEWNAN,GA
PIERRE FROZEN FOODS,555-555-5555,"Stockton Drive, Fox Meadow Farms, Glen Lake, Loveland, Hamilton, Ohio, 45140",-84.2969969,39.2735231,CINCINNATI,OH
PIGGLY WIGGLY,555-555-5555,"Greenleaf Road, Charleston, South Carolina, 29405",-79.9321975,32.824796,CHARLESTON,SC
PINNACLE JACKSON PLANT,555-555-5555,"Quaker Oats Drive, Jackson, Madison, Tennessee, 38301",-88.777934,35.634986,JACKSON,TN
POTTSVILLE MIXING CENTER,555-555-5555,"Elk Avenue, Pottsville, Schuylkill, Pennsylvania, 17901",-76.2153464,40.6814578,POTTSVILLE,PA
POWER LOG/HERSHEY EDCIII,555-555-5555,"West Canal Street, Swatara, Union Deposit, Dauphin, Pennsylvania, 17033",-76.683669,40.2874299,PALMYRA,PA
POWER LOGISTICS - DRY,555-555-5555,"West New Indian Trail, Aurora, Kane, Illinois, 60506",-88.37123,41.780877,AURORA,IL
PREFERRED FREEZER,555-555-5555,"Blaylock Industrial Blvd, Woodland Hills Mobile Home Park, Clayton, Georgia, 30321",-84.4070288,33.6155853,COLLEGE PARK,GA
PUBLIX BAKERY,555-555-5555,"West Lake Parker Drive, Lakeland, Polk County, Florida, 33805",-81.9473594,28.0624356,LAKELAND,FL
PUBLIX SUPERMARKETS,555-555-5555,"W Boynton Beach Blvd, Boynton Beach, Palm Beach County, Florida, 33426",-80.0832179,26.528074,BOYNTON BEAC,FL
PUBLIX SUPERMARKETS,555-555-5555,"6th Street, Sarasota, Sarasota County, Florida, 34237",-82.5338703,27.341069,SARASOTA,FL
RAND DIRECT,555-555-5555,"Truman Drive, Edison, Middlesex, New Jersey, 08904",-74.4234981,40.5227382,EDISON,NJ
REESE PLANT,555-555-5555,"East Areba Avenue, Swatara, Spring Creek Manor, Dauphin, Pennsylvania, 17033",-76.642925,40.285005,HERSHEY,PA
RICH FOODS OF VIRGINIA,555-555-5555,"Amf Drive, Mechanicsville, Hanover, Virginia, 23111",-77.3656424,37.6274809,MECHANICSVIL,VA
RICH PRODUSTS,555-555-5555,"Butler Street, Murfreesboro, Rutherford, Tennessee, 37127",-86.3863556,35.7996834,GALLATIN,TN
RICH SEA PAK,555-555-5555,"Glyndale Drive, Glynco, Glynn, Georgia, 31520",-81.511785,31.2209238,BRUNSWICK,GA
ROMARK LOGISTICS,555-555-5555,"East Cranberry Avenue, Hazleton, Luzerne County, Pennsylvania, 18201",-75.9711466,40.9513084,HAZLETON,PA
ROMARK LOGISTICS,555-555-5555,"Texas Central Parkway, Jewell, McLennan, Texas, 76643",-97.1943665,31.4913005,WACO,TX
ROMARK/TEXAS DIST CENTER,555-555-5555,"Texas Central Parkway, Jewell, McLennan, Texas, 76643",-97.1943665,31.4913005,WACO,TX
ROYAL OAK SALES INC.,555-555-5555,"Lusk Avenue, Monterey, Putnam, Tennessee, 38574",-85.264291,36.1388015,MONTEREY,TN
SADDLE CREEK CORP,555-555-5555,"44, Leesburg, Lake County, Florida, 34748",-81.9220212,28.811992,LEESBURG,FL
SAMS #6521,555-555-5555,"Sam's Court, Bayou Cane, Terrebonne, Louisiana, 70364",-90.7458004,29.6181329,HOUMA,LA
SAMS #8190,555-555-5555,"FM 518, League City, Galveston, Texas, 77573",-95.0991594,29.5059754,TEXAS CITY,TX
SARA LEE MIXING CENTER,555-555-5555,"South 107th Avenue, Tolleson, Maricopa County, Arizona, 85353",-112.2896543,33.4405869,ROCHELLE,IL
SCHREIBER FOODS INC,555-555-5555,"I 49;US 71, Pleasant Valley, Jasper, Missouri, 64836",-94.3268785,37.1501841,CARTHAGE,MO
SCHREIBER FOODS INC,555-555-5555,"College Farm Road, Stephenville, Erath, Texas, 76401",-98.1891817,32.2609457,STEPHENVILLE,TX
SCHWANS,555-555-5555,"Cairo Street Northwest, Atlanta, Fulton County, Georgia, 30314",-84.420604,33.7677129,ATLANTA,GA
SPRINGFIELD GROCER,555-555-5555,"West Battlefield Road, Springfield, Greene, Missouri, 65807",-93.3265562,37.1608422,SPRINGFIELD,MO
STERILITE CORP,555-555-5555,"Sterilite Drive, Birmingham, Jefferson, Alabama, 35215",-86.7420391,33.6339521,BIRMINGHAM,AL
SUN PRODUCTS,555-555-5555,"Wheeler Street, Portland, Sumner, Tennessee, 37148",-86.5137515,36.5816195,PORTLAND,TN
SUNNY DELIGHT,555-555-5555,"Farm-to-Market Road 1417, Tribune, Grayson, Texas, 75092",-96.6132582,33.5921531,SHERMAN,TX
SYGMA NETWORK,555-555-5555,"Vernon Street, North Kansas City, Clay, Missouri, 64116",-94.5545539,39.1321751,KANSAS CITY,MO
SYGMA NETWORK,555-555-5555,"State Highway 69A, Lusta, Mayes, Oklahoma, 74361",-95.2976074,36.2481303,PRYOR,OK
SYSCO,555-555-5555,"West Tecumseh Road, Norman, Cleveland, Oklahoma, 73072",-97.4614222,35.2618632,NORMAN,OK
